time,X_value,Y_value,Z_value
306.354,58.87317,5.42221,-32.97374
306.428,56.77205,4.94330,-31.26412
306.512,52.25078,4.80202,-27.77169
306.584,51.86085,4.80327,-28.07761
306.675,55.29760,5.16419,-28.74705
306.742,55.55738,4.91833,-28.15351
306.830,52.96756,3.42414,-24.45956
306.902,53.77044,4.59177,-25.96651
306.984,57.37420,6.21930,-29.99201
307.064,60.73970,7.54388,-30.97239
307.144,63.52611,9.15365,-31.03504
307.218,62.93958,9.81006,-29.40254
307.306,63.99773,10.19884,-29.27350
307.379,59.61451,9.65995,-27.79431
307.462,56.69709,8.92556,-29.58238
307.538,51.96576,8.75223,-29.15846
307.629,49.55286,7.77050,-28.51582
307.702,52.16735,7.64584,-30.87094
307.778,55.61595,7.84728,-31.45254
307.858,52.20978,5.31302,-28.45745
307.939,52.79556,5.65155,-28.32088
308.021,56.06662,6.77341,-30.59874
308.098,58.82531,7.72141,-33.19078
308.171,61.03571,8.64566,-33.83326
308.259,62.11421,9.64263,-34.61908
308.338,61.57847,9.62116,-34.51519
308.414,61.87483,9.19117,-34.50595
308.491,56.50697,8.03155,-33.23674
308.575,53.62486,7.48784,-34.05248
308.648,49.52323,6.34410,-30.12519
308.729,50.86103,5.87840,-30.26222
308.826,55.37971,6.29069,-30.14307
308.895,54.17620,5.05655,-28.48413
308.967,55.78119,3.69903,-27.07595
309.050,56.14018,4.42407,-28.51220
309.125,58.29499,5.84902,-32.49587
309.219,59.43980,6.32542,-33.68401
309.283,59.75192,7.07646,-33.29265
309.369,59.79366,7.94616,-33.53957
309.443,62.78486,7.70947,-35.94818
309.531,57.78824,6.02447,-33.18354
309.604,56.67963,5.14785,-35.66349
309.683,51.91363,5.27881,-33.31397
309.760,49.25079,4.90790,-30.59555
309.849,51.60287,5.84742,-31.71186
309.918,54.58710,6.06781,-31.38505
310.002,52.45990,3.83534,-26.91748
310.079,52.71200,4.68197,-26.52152
310.173,56.74734,6.17353,-29.39205
310.239,58.65215,6.79314,-29.93278
310.321,60.21340,7.40324,-28.13496
310.395,61.87918,8.73099,-29.41864
310.488,63.31044,8.70950,-30.42322
310.557,60.47622,7.37530,-29.25452
310.643,56.22744,5.57728,-26.48795
310.713,52.70069,6.34043,-27.42348
